marketCap,trailingPE,beta,vol_30d,ret_1m,environment_score,social_score,governance_score,marketCap_log,sector
25814706176.0,32.648746,-0.18,0.0204603824872673,-0.0206781802456145,50.0,50.0,50.0,23.974210173342243,Healthcare
516022016.0,83.125,0.5,0.02204714200749,-0.0673211797151737,35.0,40.0,45.0,20.06165999114021,Real Estate
11421037568.0,22.428923,-1.167,0.0276076307979682,-0.0575694791527773,50.0,50.0,50.0,23.15872289247624,Industrials
41614610432.0,24.026098,-0.242,0.0304077553377003,0.0499832056068805,50.0,50.0,50.0,24.451717154884747,Basic Materials
48812937216.0,27.514568,0.239,0.0216771354399027,-0.0411907837641055,50.0,50.0,50.0,24.611261221576623,Consumer Cyclical
1187334656.0,26.043407,-0.195,0.0084021385281862,-0.0125332053493271,40.0,40.0,40.0,20.894976847968284,Consumer Cyclical
85705818112.0,,-0.206,0.0178920611132906,-0.0280422092465673,60.0,60.0,60.0,25.174186549545656,Basic Materials
2327093760.0,,0.719,0.0453605286298333,-0.1597376933395538,40.0,40.0,40.0,21.56788601310632,Technology
76989874176.0,11.977682,0.023,0.010751755705859,-0.0356394106027945,60.0,60.0,60.0,25.066939745957853,Basic Materials
31103041536.0,24.881302,-0.921,0.0127008267198045,-0.090818082078724,50.0,50.0,50.0,24.16057144996699,Consumer Cyclical
11945268224.0,23.83586,0.773,0.0475695531986176,-0.3759439660677792,50.0,50.0,50.0,23.203601072474168,Technology
21083330560.0,50.76726,0.216,0.012872572032297,-0.0191302951101127,50.0,50.0,50.0,23.77174854439185,Technology
96314007552.0,37.55188,,0.0223816645839028,-0.1466375759074781,60.0,60.0,60.0,25.290879602628447,Consumer Cyclical
8423994880.0,54.968945,0.471,0.0370541054470571,-0.0274725274725274,50.0,50.0,50.0,22.854350004109335,Consumer Cyclical
44076253184.0,38.36292,0.301,0.0106179869400393,-0.0653981095114878,50.0,50.0,50.0,24.509186997838047,Basic Materials
45483958272.0,26.2956,0.296,0.0221726030484592,-0.0076931232242872,50.0,50.0,50.0,24.54062553530894,Consumer Defensive
389574066176.0,80.210175,0.395,0.0106643845933049,0.0315100120837363,60.0,60.0,60.0,26.688319841245118,Industrials
55390093312.0,25.918898,0.462,0.0190323928723064,0.0466899197750747,60.0,60.0,60.0,24.737666593644274,Consumer Cyclical
2267506540544.0,49.9478,1.025,0.0137015510360668,0.0547046780871827,11.39,12.82,6.52,28.449701903405632,Basic Materials
558109376.0,,0.257,0.0303095126040325,-0.0653795933228165,40.0,40.0,40.0,20.140065517265967,Industrials
290309888.0,,0.18,0.0122525742224055,-0.125,40.0,40.0,40.0,19.48645949317526,Technology
1436295424.0,14.626505,-0.331,0.0425668464265307,-0.015941642241162,40.0,40.0,40.0,21.085333014129276,Industrials
579562635264.0,14.754694,0.288,0.0165633278896312,0.2195727333895023,60.0,65.0,70.0,27.085539578898395,Financial Services
4044873472.0,5.5414367,-0.867,0.0404278051232984,0.7839039340852891,40.0,40.0,40.0,22.12071610711597,Consumer Cyclical
1688756992.0,18.626423,0.334,0.0202327312158014,0.0030667322165702,40.0,40.0,40.0,21.24725858816275,Basic Materials
90110877696.0,39.65161,,0.0185246147171272,-0.0679876501225955,60.0,60.0,60.0,25.22430672343002,Industrials
143846326272.0,35.064907,0.516,0.0259881793148821,0.0234049903363491,60.0,60.0,60.0,25.69201138802209,Industrials
62864949248.0,81.09101,0.423,0.0284748744380117,-0.1162165408922788,60.0,60.0,60.0,24.86425459968987,Industrials
3044936777728.0,1673.0,0.319,0.0145862627411467,0.0070730055786776,60.0,60.0,60.0,28.744501254224286,Consumer Cyclical
1345405440.0,113.05224,-0.157,0.0125509512025618,-0.0313937889701585,40.0,40.0,40.0,21.019961247698042,Basic Materials
60288311296.0,16.447794,0.639,0.0117845316564443,-0.0022038619097871,60.0,60.0,60.0,24.822404079385517,Basic Materials
1564277888.0,,0.633,0.0143863568867782,-0.0369584207221854,40.0,40.0,40.0,21.17069014167534,Technology
18420512768.0,31.470327,0.024,0.0165760196161484,-0.1134123823007642,50.0,50.0,50.0,23.63673070500826,Basic Materials
7829892096.0,28.056303,0.101,0.0181894556581257,-0.0050704346310647,50.0,50.0,50.0,22.78121456613897,Basic Materials
1515408128.0,102.03846,0.189,0.0187034751838235,0.0120545241777343,40.0,40.0,40.0,21.13895063170742,Basic Materials
1903986048.0,1.151269,-0.368,0.0396368323577389,0.0682996134811368,40.0,40.0,40.0,21.36721544608286,Industrials
29892012032.0,19.00893,-0.423,0.0342551760329721,0.1510441705692744,50.0,50.0,50.0,24.12085712556355,Basic Materials
4176560384.0,15.94056,,0.0105200147898056,-0.054541704718706,40.0,40.0,40.0,22.152753870334177,Basic Materials
2260419328.0,12.579196,0.021,0.0141115284798833,-0.0398339960481477,40.0,40.0,40.0,21.538816176824792,Consumer Cyclical
22948876288.0,29.316065,0.462,0.0255320297270494,-0.0617693135771593,50.0,50.0,50.0,23.85653480881195,Basic Materials
1141778284544.0,61.595802,0.252,0.0108827476314605,-0.0619743980810365,10.57,9.93,7.89,27.76360806168037,Consumer Defensive
43909996544.0,23.320408,0.16,0.0194637581716299,-0.0512719378565587,50.0,50.0,50.0,24.505407842836362,Healthcare
270064320512.0,4.119926,-0.042,0.0123401105182774,0.0633333297002882,60.0,60.0,60.0,26.321925991696148,Industrials
7498919936.0,24.178135,0.121,0.0160083682693367,0.0001580891557209,50.0,50.0,50.0,22.73802483871847,Technology
1356654208.0,35.519714,0.386,0.0120527233412319,-0.0597723241039135,40.0,40.0,40.0,21.028287365135363,Industrials
605462790144.0,94.084885,-0.139,0.0152896138320833,-0.0271725745459845,60.0,60.0,60.0,27.12925894494637,Industrials
8406150144.0,17.628134,0.237,0.0657462564853485,-0.0535437475950845,50.0,55.0,60.0,22.852229435016262,Financial Services
68610764800.0,11.881861,-0.379,0.0146563254979559,-0.0370456654571796,55.0,60.0,65.0,24.951715280664768,Real Estate
1881761280.0,27.155405,-0.125,0.0131147722613703,-0.0476303462168616,40.0,40.0,40.0,21.355474026812455,Basic Materials
2509683712.0,375.28125,0.423,0.015150963958523,0.0081429950381395,40.0,40.0,40.0,21.64342257139311,Healthcare
907550016.0,18.789856,0.048,0.0133377339345658,0.0097352023765207,40.0,45.0,50.0,20.62625923773601,Financial Services
673562560.0,,-0.638,0.0481901423368423,0.1850799666935592,40.0,40.0,40.0,20.328091438884556,Industrials
174118551552.0,32.136066,0.167,0.0133124642098681,-0.0498835247811069,60.0,60.0,60.0,25.883002234924877,Basic Materials
240603447296.0,11.431129,-0.146,0.0198127099265659,0.1862492635242538,60.0,65.0,70.0,26.206415968302053,Financial Services
4458961920.0,39.136845,0.382,0.0167653190368797,0.0051364860256166,40.0,40.0,40.0,22.218181822748154,Basic Materials
1079773056.0,19.909092,0.208,0.0223530022161182,-0.0293628144985553,40.0,40.0,40.0,20.800016723594226,Consumer Cyclical
434895749120.0,7.593329,0.997,0.0173068110551769,0.1515003832693735,60.0,60.0,60.0,26.798372182119618,Basic Materials
2275955200.0,27.180723,0.017,0.0227689831066591,0.0656589222786518,40.0,40.0,40.0,21.54566566980061,Industrials
57825374208.0,318.27274,-0.373,0.0154133090961741,-0.0391546315192902,60.0,60.0,60.0,24.780693516448075,Consumer Cyclical
1122674409472.0,5.9687505,1.022,0.0153917807559626,0.059811218535827,60.0,65.0,70.0,27.74673482041573,Financial Services
1436136320.0,10.837333,0.392,0.0193311583627495,-0.0390163511505881,40.0,40.0,40.0,21.085222234125272,Consumer Cyclical
1868458496.0,175.0,-0.179,0.0209775816626737,-0.0641711253809518,40.0,40.0,40.0,21.348379594708415,Consumer Defensive
3821250816.0,,0.138,0.0267258865493812,-0.0789223401372782,40.0,40.0,40.0,22.06384364497368,Consumer Cyclical
47576772608.0,,0.487,0.025205858931915,0.0565135563746381,50.0,50.0,50.0,24.585610508688326,Healthcare
2772697856.0,15.616524,0.076,0.0188250606285972,-0.0494239430653107,40.0,40.0,40.0,21.74308663875431,Industrials
4396156416.0,,0.079,0.0331981886122895,-0.0696222175218354,40.0,40.0,40.0,22.203996454519924,Consumer Defensive
27256729600.0,25.891062,0.206,0.0232861685342136,-0.1627675620276809,50.0,50.0,50.0,24.02856628540146,Healthcare
96213934080.0,35.685555,,0.0171193415618196,0.0492081184538948,60.0,60.0,60.0,25.289840029045898,Industrials
1106621628416.0,48.921932,0.871,0.0209829146392721,0.030194586928443,60.0,60.0,60.0,27.73233291214713,Utilities
816663232512.0,215.93674,0.423,0.017556227931193,0.0135907089377191,60.0,65.0,70.0,27.42849264672211,Financial Services
4258187264.0,37.177464,-0.227,0.0129675527691485,-0.034245630097754,40.0,40.0,40.0,22.172109382018498,Basic Materials
23724539904.0,6.7651377,0.377,0.0299611507305161,0.0104137362548331,50.0,55.0,60.0,23.889775788419797,Financial Services
96477995008.0,51.866924,0.536,0.0119838184071261,-0.0572713521169102,60.0,60.0,60.0,25.292580788293513,Basic Materials
130527281152.0,60.774906,-0.058,0.0142078748548693,-0.0284332657075196,60.0,60.0,60.0,25.59484809284189,Consumer Cyclical
11361607680.0,,0.771,0.0236771051789172,-0.1459671916585286,50.0,50.0,50.0,23.15350576144102,Industrials
9775181824.0,115.029015,-0.27,0.0309190035239633,0.4460790570383739,50.0,50.0,50.0,23.00311254366786,Basic Materials
1879556864.0,7.1808686,0.56,0.0115907148689092,-0.038324874388905,40.0,40.0,40.0,21.354301875897892,Healthcare
202509549568.0,58.769386,-0.512,0.0202296089552576,0.1050701493814096,60.0,60.0,60.0,26.034052880746515,Technology
2355431168.0,,1.277,0.0323303402603046,-0.2666666997803568,35.0,40.0,45.0,21.579989634280686,Real Estate
1273409920.0,38.91304,-0.413,0.0381011534025352,0.2713067979775061,40.0,40.0,40.0,20.964964116470203,Basic Materials
17824090112.0,29.047987,0.11,0.0192672408463535,-0.0671605166020871,50.0,50.0,50.0,23.603816756389904,Consumer Cyclical
14824658944.0,18.283583,0.685,0.0199694148180429,-0.0709843601690839,50.0,50.0,50.0,23.41955777616928,Industrials
11624931328.0,64.67954,-0.576,0.0148164901195434,-0.0266234577907023,50.0,50.0,50.0,23.17641788121959,Industrials
7266416640.0,18.416224,0.241,0.0204655977681466,-0.0802284734239476,50.0,55.0,60.0,22.70652911027957,Financial Services
390821984.0,2.1987224,-0.254,0.0542765821508943,0.1457100034507208,40.0,45.0,50.0,19.783762732947704,Financial Services
980401344.0,27.810604,-1.245,0.0486709566127283,0.0032795553808238,40.0,40.0,40.0,20.703472581506315,Consumer Cyclical
75649212416.0,30.133581,0.198,0.0186197623583981,-0.0250900827216842,60.0,60.0,60.0,25.049372866247534,Consumer Cyclical
76955672576.0,8.761062,0.147,0.0131018511862319,-0.0596905113399547,60.0,60.0,60.0,25.06649541221409,Basic Materials
152486297600.0,,0.808,0.0323274711812618,0.37277317996914,60.0,65.0,70.0,25.75034057716024,Financial Services
691750502400.0,45.82203,0.448,0.0189653200418514,0.1673274723782882,55.0,60.0,65.0,27.26249118188857,Real Estate
838334656.0,16.673386,-0.056,0.0229032783758929,-0.024073648418152,40.0,40.0,40.0,20.5469279307552,Basic Materials
8669990912.0,8.8946085,0.396,0.0118118236116921,-0.0169280033306377,50.0,55.0,60.0,22.883133579641427,Financial Services
9817931776.0,7.7560973,-0.547,0.0190522356763419,-0.0048979674877763,45.0,50.0,55.0,23.00747632379056,Real Estate
34853265408.0,95.07937,0.29,0.0199629663833975,-0.0715097771355887,50.0,50.0,50.0,24.27441266873047,Technology
140218187776.0,45.19501,0.704,0.0263488985379372,0.0957721418624926,60.0,60.0,60.0,25.66646553050108,Technology
29762942976.0,,-0.44,0.0200029882952844,-0.1099196152283996,50.0,50.0,50.0,24.116529932378157,Energy
2725829632.0,33.931416,0.755,0.0317439824789431,-0.1096081560685776,40.0,40.0,40.0,21.72603867120243,Industrials
1127911552.0,17.556887,,0.0154880558476297,-0.0605574958375674,40.0,40.0,40.0,20.843633576487026,Consumer Cyclical
11185542144.0,130.27777,0.085,0.0127091168015429,0.0751949260502289,50.0,50.0,50.0,23.13788790143355,Industrials
301130547200.0,49.07295,,0.0193245691532308,0.182350819773007,60.0,60.0,60.0,26.43080971930081,Consumer Cyclical
467697984.0,,0.146,0.0221536515167114,0.0009134829219699,40.0,40.0,40.0,19.963333314369535,Consumer Cyclical
,99.03485,-0.468,0.0083577875679774,-0.0724419487847222,50.0,50.0,50.0,,
193802534912.0,48.40096,0.556,0.0128616308562056,0.0192662079571679,60.0,60.0,60.0,25.990105616363973,Industrials
9920260096.0,15.230072,0.127,0.0132316835432626,-0.0868904097590621,50.0,50.0,50.0,23.017844977355114,Consumer Cyclical
14409384960.0,27.16865,-0.081,0.0336026515123417,0.1782953661189916,50.0,50.0,50.0,23.39114556464516,Technology
1609266432.0,835.00006,0.259,0.0571942195320173,0.368852542953062,40.0,40.0,40.0,21.199044280434112,Communication Services
543107840.0,,0.219,0.0353435204682655,-0.1053074989091396,40.0,40.0,40.0,20.112818460389345,Healthcare
13492197376.0,74.6375,0.304,0.0203678505254425,-0.0122415495306408,50.0,50.0,50.0,23.325377383226478,Industrials
5622739968.0,21.804316,,0.0123218972907601,-0.0705348409811185,50.0,50.0,50.0,22.450084921011474,Basic Materials
60813594624.0,16.426666,0.236,0.0211048831224767,-0.0369983901539698,60.0,60.0,60.0,24.831079196730638,Industrials
6730826752.0,19.462523,,0.0203584006366123,0.0122658642006923,50.0,50.0,50.0,22.629963818971923,Basic Materials
3730706688.0,60.10556,0.997,0.0481412040388699,-0.1926721373316121,40.0,40.0,40.0,22.039863513514604,Technology
26474270720.0,65.60619,,0.0310981864996792,-0.1312474022195203,50.0,50.0,50.0,23.999439182105476,Technology
17227399168.0,,-0.293,0.0262593469148138,0.0142013135560081,50.0,50.0,50.0,23.569766928268916,Technology
46634381312.0,30.370605,0.364,0.0132521252269183,-0.0018899654474294,50.0,50.0,50.0,24.565603902456342,Basic Materials
855904320.0,12.753968,-0.31,0.015314886236733,0.0209656879609096,40.0,45.0,50.0,20.56766915332607,Financial Services
3657918464.0,38.67143,0.659,0.0321961368629513,-0.1940573768257576,40.0,40.0,40.0,22.02016009716421,Healthcare
4240724480.0,,-1.296,0.0534536768982763,0.0535958331311574,40.0,40.0,40.0,22.167999959754354,Basic Materials
1202687232.0,95.17293,0.089,0.0176620269181619,0.0352499002725104,40.0,40.0,40.0,20.90782425094222,Consumer Cyclical
35729637376.0,100.36735,0.122,0.0155190090062626,-0.0887530258882017,50.0,50.0,50.0,24.29924635995178,Industrials
434908954624.0,60.564144,0.169,0.013626074221919,-0.0281444944146235,60.0,60.0,60.0,26.79840254641621,Consumer Defensive
34372378624.0,18.081144,0.049,0.0213554686933633,0.1293977182059194,50.0,50.0,50.0,24.260519131843527,Consumer Cyclical
1902703488.0,,0.528,0.0246485709163255,0.0282667032877603,35.0,40.0,45.0,21.36654160071894,Real Estate
10283442176.0,,0.307,0.0497389448662436,-0.1450854344863749,50.0,50.0,50.0,23.05380088304694,Industrials
74853588992.0,35.743958,0.394,0.0094287766280124,-0.0628251359674156,60.0,60.0,60.0,25.038799895800803,Industrials
671546368.0,,0.527,0.0212809432439537,-0.0821791643206395,40.0,40.0,40.0,20.325093624410243,Consumer Cyclical
144353050624.0,23.236446,0.268,0.0191877223226272,-0.0233759704736961,60.0,60.0,60.0,25.695527876361663,Consumer Defensive
11788452864.0,23.102404,,0.0266416480014362,-0.1135150575616982,50.0,50.0,50.0,23.19038631854236,Consumer Cyclical
685762805760.0,57.290943,1.149,0.0141920049839842,-0.0510748299319727,60.0,60.0,60.0,27.25379764068528,Industrials
46166110208.0,33.48764,0.136,0.0266040185265869,0.0991062562065541,50.0,50.0,50.0,24.555511820598397,Basic Materials
4308725760.0,27.965118,,0.0246112795587629,-0.0151515230410103,40.0,40.0,40.0,22.18390805025008,Industrials
18163359744.0,16.6697,0.745,0.0216205038363427,0.025038414837903,50.0,50.0,50.0,23.622672200992273,Basic Materials
41743278080.0,,0.207,0.0373930851441187,-0.1007159547079141,50.0,50.0,50.0,24.454804271232828,Basic Materials
43894558720.0,16.840569,-0.139,0.0172428691612485,-0.0869137204517667,50.0,50.0,50.0,24.505056202215616,Basic Materials
949515008.0,,0.548,0.0173540971885047,0.0020192285010462,40.0,40.0,40.0,20.671461895358664,Utilities
125170114560.0,24.181858,0.718,0.0237043620242927,-0.0467105607370544,60.0,60.0,60.0,25.552939565529194,Industrials
2823089152.0,21.71819,,0.0324263068753773,-0.2219599031737233,40.0,40.0,40.0,21.761097566661356,Industrials
13325719552.0,17.86989,0.213,0.0128305444555411,-0.0238993902626277,50.0,50.0,50.0,23.3129618057655,Consumer Cyclical
37967073280.0,21.169268,0.334,0.0133537705973573,-0.0733157518323154,50.0,50.0,50.0,24.359985128445818,Consumer Cyclical
15931012096.0,18.669624,,0.0110992175931975,-0.0146284373345625,50.0,50.0,50.0,23.491533492874023,Basic Materials
35585323008.0,50.67614,,0.0199525741143156,-0.0153998637430634,50.0,50.0,50.0,24.29519911476759,Industrials
82891145216.0,29.005793,0.316,0.0131960990188099,0.0104916102830012,60.0,60.0,60.0,25.140794080560088,Basic Materials
8466020352.0,32.573135,-0.61,0.0148037381282861,-0.0169599535342961,50.0,50.0,50.0,22.85932638312919,Industrials
18573211648.0,,0.031,0.01583085100007,-0.0584415041549857,50.0,50.0,50.0,23.644986145607067,Technology
2538295525376.0,18.862257,0.583,0.0142672605742099,0.0015702681107954,1.19,6.04,5.94,28.56251391870097,Technology
25322944512.0,50.289577,-0.187,0.0301383597453065,-0.0684599672144601,50.0,50.0,50.0,23.95497671944362,Industrials
28671971328.0,24.266588,0.106,0.0172684723532534,-0.0271468770043777,45.0,50.0,55.0,24.07918587377331,Real Estate
52082675712.0,64.275856,0.315,0.0201626304052348,0.0062077804996796,60.0,60.0,60.0,24.6760982105047,Industrials
1976527360.0,,-0.005,0.023571700603142,-0.010535187729567,40.0,40.0,40.0,21.404607283762296,Consumer Cyclical
9611014144.0,18.84332,0.473,0.0446290774645856,0.2550752484708798,50.0,50.0,50.0,22.986175584537595,Basic Materials
92948004864.0,69.18565,0.452,0.0177790890190727,-0.0400600127606689,60.0,60.0,60.0,25.25530608627887,Consumer Cyclical
1303836160.0,78.78787,0.257,0.0210525948426615,0.0236220626173555,40.0,40.0,40.0,20.988576649152172,Industrials
588939520.0,9650.0,-0.544,0.0680558068642816,0.2429160324396668,40.0,45.0,50.0,20.193834055528885,Financial Services
70740066304.0,1212.0,-0.09,0.027779558812608,-0.0572168996698324,60.0,60.0,60.0,24.982277958028934,Healthcare
131401768.0,,0.4,0.0278761309915502,-0.1269543315840358,35.0,40.0,45.0,18.693770126633446,Real Estate
3363304960.0,44.59524,0.537,0.0151945983894164,-0.0247838934048916,40.0,40.0,40.0,21.93618994683024,Healthcare
166496452608.0,81.90164,0.428,0.0155132311967766,-0.0740717279054387,60.0,60.0,60.0,25.83823984048829,Basic Materials
3328515072.0,124.99999,,0.0338944004872075,1.1146615859011804,40.0,40.0,40.0,21.925792117461054,Healthcare
1239628416.0,303.92307,,0.0398550145297026,-0.1780736723036152,40.0,40.0,40.0,20.93807750794554,Communication Services
24728475648.0,60.68643,0.316,0.0163319264551729,0.0919388454787772,50.0,50.0,50.0,23.931221276830637,Consumer Cyclical
25697687552.0,170.425,,0.0256247750163019,-0.1174262161317714,50.0,50.0,50.0,23.969666846316787,Industrials
37919055872.0,33.804466,0.518,0.0335154903761569,0.1588342663151754,50.0,50.0,50.0,24.35871961615935,Consumer Defensive
8009538560.0,22.903181,0.382,0.0181159823132847,-0.0847841538654082,50.0,50.0,50.0,22.803898988502112,Healthcare
170665000960.0,44.769836,,0.0217428198851001,0.0042726781676152,60.0,60.0,60.0,25.86296841327604,Utilities
61449703424.0,17.159655,0.132,0.0303751677080276,-0.0181159427920699,60.0,60.0,60.0,24.841484846665278,Basic Materials
4370877440.0,100.439186,0.058,0.0251982401722833,-0.028272672230551,40.0,40.0,40.0,22.198229613313003,Industrials
4841331200.0,28.302887,-0.188,0.0252278500264736,0.0486284050690271,40.0,45.0,50.0,22.30045556138689,Financial Services
10555850752.0,11.892858,0.415,0.0208287824821298,-0.2001601317704578,50.0,50.0,50.0,23.079946116893375,Technology
22476541952.0,25.716322,0.061,0.0338745600729233,0.0431927246580301,50.0,50.0,50.0,23.835738022425684,Consumer Cyclical
585615744.0,13.145834,-0.297,0.0115244251140427,-0.0351681988402211,40.0,40.0,40.0,20.18817440720348,Industrials
9785140224.0,104.67224,-0.093,0.0094012014515448,-0.0456510977867926,50.0,50.0,50.0,23.00413076829984,Basic Materials
77030006784.0,35.612347,0.241,0.0135930179175197,0.0295537852334033,60.0,60.0,60.0,25.067460881393846,Consumer Defensive
34713669632.0,122.901405,0.077,0.0382966454588972,0.1301644905813288,50.0,50.0,50.0,24.270399383876633,Industrials
15019716608.0,26.643665,-0.147,0.0434321685298376,0.0908623871851024,50.0,50.0,50.0,23.43262961552784,Industrials
34539282432.0,149.4737,0.644,0.0152784625316897,-0.0543363459221689,50.0,50.0,50.0,24.26536313449257,Industrials
116308033536.0,,0.353,0.015963202680255,0.0673155596369108,60.0,60.0,60.0,25.479507970069918,Communication Services
1981126528.0,9.060109,-0.163,0.0193537334361745,-0.0598242297410321,40.0,40.0,40.0,21.406931473900276,Communication Services
426841767936.0,106.667786,0.394,0.017372021044979,0.0761104348196537,60.0,60.0,60.0,26.779679214605885,Consumer Defensive
132654292992.0,33.49888,,0.0202247034645795,-0.0724285912723072,60.0,60.0,60.0,25.61101228031594,Consumer Cyclical
2019999360.0,7.577735,0.159,0.0083115084056893,-0.0283042455241622,40.0,40.0,40.0,21.42636303202284,Energy
3035390720.0,40.011906,-0.358,0.0308199036654263,-0.1201570696574692,40.0,40.0,40.0,21.8336059915573,Consumer Cyclical
46429958144.0,32.71939,0.699,0.015789254916628,-0.0114993927288737,50.0,55.0,60.0,24.561210737513264,Financial Services
576951549952.0,43.154507,0.371,0.0156202545431184,0.0541673939527951,60.0,65.0,70.0,27.08102413104331,Financial Services
1423110176768.0,16.962036,0.054,0.0158663734042032,-0.0086828436312892,60.0,65.0,70.0,27.983865857737573,Financial Services
5768231936.0,103.37333,-0.171,0.0202554372863559,0.0223736102764422,50.0,50.0,50.0,22.475631447112296,Consumer Defensive
78860509184.0,30.592089,0.183,0.0154487524740822,-0.0394592345351071,60.0,60.0,60.0,25.090946422197263,Consumer Defensive
485157699584.0,107.09283,0.256,0.0089423922269797,0.0286531203803961,60.0,60.0,60.0,26.907739828816364,Consumer Defensive
3357883392.0,22.676922,-0.807,0.0215373874067629,-0.0367272919818366,40.0,40.0,40.0,21.93457666986482,Consumer Cyclical
45887205376.0,15.615881,0.241,0.0114568699566401,-0.1226187716583179,50.0,50.0,50.0,24.549452165198492,Communication Services
42421575680.0,,,0.0185246239769598,-0.0765471828356678,50.0,50.0,50.0,24.470922930159716,Consumer Defensive
394991370240.0,152.8626,0.103,0.0119029159891193,-0.0336979440174994,60.0,60.0,60.0,26.702129754117735,Consumer Cyclical
1192190208.0,14.682143,0.28,0.0195437871743158,0.0295517229190411,40.0,40.0,40.0,20.899057964168147,Consumer Cyclical
3110132480.0,,-0.105,0.0346651249130278,0.2757288574217671,40.0,40.0,40.0,21.857931160622552,Basic Materials
9614486528.0,12.357557,1.371,0.0281502667396947,-0.0105900577083387,50.0,50.0,50.0,22.98653681144103,Basic Materials
659655808.0,,0.549,0.0204406956930874,-0.1671554896600053,40.0,40.0,40.0,20.307228755440384,Consumer Cyclical
21599358976.0,22.162348,0.673,0.033556771774629,0.172375775838651,50.0,50.0,50.0,23.79592947420542,Industrials
13477125120.0,143.25641,2.115,0.0228809056999531,-0.0699184415561323,50.0,50.0,50.0,23.32425964972981,Technology
10826461184.0,45.49794,-0.057,0.0197733898264255,-0.0059342173607755,50.0,50.0,50.0,23.105259084173692,Basic Materials
290829402112.0,49.763584,0.06,0.0159252205934074,0.0849967109427038,60.0,65.0,70.0,26.396002685173556,Financial Services
10726034432.0,6.6104975,8.581,0.039694333237476,-0.0095198486626217,50.0,50.0,50.0,23.0959397477388,Industrials
193606240.0,,-0.232,0.0319602530641992,0.1346499176107529,40.0,40.0,40.0,19.08133696885741,Communication Services
13718595584.0,33.59762,,0.0229370989104683,0.0031472192547714,50.0,50.0,50.0,23.34201809139541,Industrials
56922492928.0,,0.679,0.0260991944314832,-0.0563870333006003,60.0,60.0,60.0,24.764956406275058,Technology
62363955200.0,,0.01,0.0121803962729596,-0.0639590652613323,60.0,60.0,60.0,24.856253304413336,Consumer Defensive
98765979648.0,76.38969,-0.21,0.0239665876110388,-0.0444444225680443,60.0,60.0,60.0,25.316019046866703,Communication Services
205305921536.0,37.564396,0.18,0.0136932088846467,-0.0337717800650804,60.0,60.0,60.0,26.04776700389192,Consumer Cyclical
37620600832.0,43.25899,0.671,0.0136609666585953,-0.0293785507780972,50.0,50.0,50.0,24.350817631797554,Basic Materials
44283043840.0,,0.784,0.023989441425683,-0.116816913567846,50.0,50.0,50.0,24.513867683187634,Healthcare
22433728512.0,39.787178,0.43,0.0212749307666757,0.0181758817808248,50.0,50.0,50.0,23.83383140050934,Consumer Defensive
